 + TIC Scan DR_328.D ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt)
15,28.261,28.345,28.635,10034,86666.17,0.36,0.16,0.06,0.374,0.14,2877.13,4018.12,28.135,28.224,28.905,28.981,2877.13,4018.12,4.56,13167,,,  ,57.1,,,,,,,,,,
16,29.019,29.045,29.099,1770.21,3373.02,0.01,0.03,0,0.08,0.04,2404,2245.54,28.905,28.981,29.115,29.554,2398.65,2245.54,1.38,4120,,,  ,73,,,,,,,,,,
17,29.999,30.075,30.387,33037.95,203782.77,0.85,0.52,0.13,0.388,0.079,2035,2477,29.115,29.554,30.406,30.463,2025.54,2373.77,3.93,35132,,,  ,55.1,,,,,,,,,,
18,30.461,30.508,30.594,4169.3,14564.13,0.06,0.07,0.01,0.133,0.053,2672.51,2390.43,30.406,30.463,30.89,30.947,2672.51,2390.43,1.36,6743,,,  ,41.1,,,,,,,,,,
19,30.963,31.017,31.163,408256.15,2488412.69,10.33,6.37,1.64,0.2,0.09,5258.04,139655,30.89,30.947,31.144,31.176,5258.04,33837.06,4.19,421202,,,  ,55.1,,,,,,,,,,
20,31.163,31.208,31.291,60861.46,211944.12,0.88,0.95,0.14,0.127,0.086,139655,91171,31.144,31.176,31.265,31.297,118021.94,87384.82,0.56,168160,,,  ,55.1,,,,,,,,,,
21,31.291,31.329,31.377,24907.52,67622.77,0.28,0.39,0.04,0.087,0.078,91171,66470.43,31.265,31.297,31.596,31.621,87384.82,66470.43,0.41,103102,,,  ,55.1,,,,,,,,,,
22,31.623,31.679,31.825,675323.86,1982160.61,8.23,10.53,1.3,0.202,0.041,38655.84,34468,31.596,31.621,32.079,32.13,38655.84,30113.39,1.59,711637,,,  ,57.1,,,,,,,,,,
23,32.154,32.168,32.213,2862.9,7423.46,0.03,0.04,0,0.059,0.035,21357.68,19694,32.079,32.13,32.213,32.264,21357.68,19672.09,2.61,23811,,,  ,55,,,,,,,,,,
24,32.847,32.913,33.014,5143.94,25079.2,0.1,0.08,0.02,0.167,0.07,7822.64,7813.52,32.728,32.843,33.021,33.066,7822.64,7813.52,1.6,12963,,,  ,57.1,,,,,,,,,,
25,33.066,33.123,33.263,8225.75,43329.87,0.18,0.13,0.03,0.197,0.077,7843.17,8287,33.021,33.066,33.186,33.231,7843.17,7898.8,1.58,16085,,,  ,43.1,,,,,,,,,,
26,33.263,33.326,33.434,36573.1,130957.54,0.54,0.57,0.09,0.171,0.051,8287,8025.62,33.186,33.231,33.441,33.492,7932.11,8025.62,1.44,44540,,,  ,57.1,,,,,,,,,,
27,33.496,33.549,33.74,48707.88,278222.81,1.15,0.76,0.18,0.244,0.086,8047.15,8448,33.441,33.492,33.969,34.071,8047.15,8157.36,3.21,56779,,,  ,57.1,,,,,,,,,,
28,34.058,34.09,34.122,1937.51,3221.41,0.01,0.03,0,0.064,0.082,4954,4633,33.969,34.071,34.141,34.281,4852.68,4608.3,0.28,6668,,,  ,41.1,,,,,,,,,,
29,34.37,34.452,34.529,141943.27,528862.19,2.19,2.21,0.35,0.159,0.054,14088,22803,34.141,34.281,34.516,34.535,5494.25,7420.32,1.74,148439,,,  ,57.1,,,,,,,,,,
30,34.529,34.58,34.713,70905.6,262936.47,1.09,1.11,0.17,0.184,0.055,22803,7681.4,34.516,34.535,34.707,34.764,7681.4,7681.4,0.98,78587,,,  ,43.1,,,,,,,,,,
31,34.802,34.879,35,1357988.34,4359874.56,18.09,21.18,2.86,0.197,0.045,10910,36455,34.707,34.764,35.279,35.343,9245.68,9095.79,1.1,1367176,,,  ,57.1,,,,,,,,,,
32,35.349,35.407,35.578,58397.79,275663.49,1.14,0.91,0.18,0.229,0.067,8426.04,8529.64,35.279,35.343,35.731,35.846,8426.04,8529.64,2.69,66850,,,  ,57.1,,,,,,,,,,
33,35.978,36.017,36.094,7029.58,26152.89,0.11,0.11,0.02,0.115,0.071,8095.45,8552,35.878,35.96,36.075,36.119,8095.45,8142.55,2.07,15141,,,  ,57.1,,,,,,,,,,
34,36.094,36.151,36.2,4758.34,15573.64,0.06,0.07,0.01,0.106,0.052,8552,7752.14,36.075,36.119,36.208,36.259,7666.49,7752.14,0.62,12471,,,  ,43.1,,,,,,,,,,
35,36.329,36.386,36.532,90232.35,340419,1.41,1.41,0.22,0.203,0.055,9858,7613.92,36.208,36.259,36.552,36.596,7725.05,7613.92,2.08,97926,,,  ,57.1,,,,,,,,,,
36,36.598,36.654,36.806,49967.57,258297.93,1.07,0.78,0.17,0.209,0.079,6602.51,8304,36.552,36.596,36.806,36.845,6602.51,7988.18,2.67,56942,,,  ,57.1,,,,,,,,,,
37,36.838,36.876,36.959,5406.98,21002.64,0.09,0.08,0.01,0.121,0.056,7892,6173,36.806,36.845,36.965,37.01,7892,6173,1.48,12756,,,  ,57,,,,,,,,,,
38,37.105,37.137,37.182,3100.51,7316.32,0.03,0.05,0,0.076,0.102,5920,5662,37.061,37.112,37.169,37.233,5920,5662,0.53,8913,,,  ,41,,,,,,,,,,
39,37.353,37.449,37.525,213100.85,871839.23,3.62,3.32,0.57,0.172,0.054,16146,59215,37.169,37.233,37.513,37.532,8235.71,10457.75,1.22,222571,,,  ,57.1,,,,,,,,,,
40,37.525,37.57,37.69,143614.5,539656.36,2.24,2.24,0.35,0.165,0.057,59215,12638.5,37.513,37.532,37.678,37.716,12638.5,12638.5,1.11,156253,,,  ,43.1,,,,,,,,,,
41,37.754,37.856,37.977,3757550.26,11594887.05,48.12,58.61,7.62,0.223,0.045,23904,52683,37.678,37.716,38.161,38.231,13831.53,15973.71,0.56,3772361,,,  ,57.1,,,,,,,,,,
42,38.225,38.295,38.474,130541.84,624187.37,2.59,2.04,0.41,0.249,0.065,15181.59,14256.13,38.161,38.231,38.594,38.626,15181.59,14256.13,2.44,145464,,,  ,57.1,,,,,,,,,,
43,38.645,38.664,38.785,2211.32,10191.57,0.04,0.03,0.01,0.14,0.058,13268,12318,38.594,38.626,38.759,38.829,13006.35,11952.63,2.45,15074,,,  ,57.1,,,,,,,,,,
44,38.818,38.893,38.931,11156.4,45796.97,0.19,0.17,0.03,0.114,0.081,12117.77,19436,38.759,38.829,38.899,38.938,12117.77,11189.37,0.61,22658,,,  ,43.1,,,,,,,,,,
45,38.931,38.995,39.078,13195.84,76922.83,0.32,0.21,0.05,0.146,0.139,19436,10244,38.899,38.938,39.103,39.167,11189.37,9992.92,0.71,23865,,,  ,57.1,,,,,,,,,,
46,39.184,39.243,39.44,125897.15,499845.78,2.07,1.96,0.33,0.257,0.054,9973.94,8691,39.103,39.167,39.466,39.542,9973.94,8264.24,2,135475,,,  ,57.1,,,,,,,,,,
47,39.637,39.682,39.773,5906.07,21093.28,0.09,0.09,0.01,0.136,0.052,8535,8674.97,39.466,39.542,39.771,39.847,8394.98,8674.97,1.99,14393,,,  ,57.1,,,,,,,,,,
48,39.822,39.898,39.93,12510.5,41663.34,0.17,0.2,0.03,0.108,0.065,7826.5,17089,39.771,39.847,39.911,39.936,7826.5,7826.5,0.78,20337,,,  ,43.1,,,,,,,,,,
49,39.93,39.987,40.032,48685.5,172592.79,0.72,0.76,0.11,0.102,0.056,17089,22755,39.911,39.936,40.026,40.045,7826.5,7826.5,0.75,56512,,,  ,55.1,,,,,,,,,,
50,40.032,40.089,40.134,74900.5,292792.46,1.22,1.17,0.19,0.102,0.078,22755,48908,40.026,40.045,40.127,40.14,7826.5,7826.5,0.8,82727,,,  ,55.1,,,,,,,,,,
51,40.134,40.255,40.274,604616.5,2498818.05,10.37,9.43,1.64,0.14,0.075,48908,569165,40.127,40.14,40.274,40.28,7826.5,7826.5,0.26,612443,,,  ,57.1,,,,,,,,,,
52,40.274,40.318,40.477,1163328.33,4336308.08,18,18.14,2.85,0.204,0.057,569165,37897,40.274,40.28,40.477,40.503,27111.4,35729.87,1.47,1192325,,,  ,57.1,,,,,,,,,,
53,40.522,40.624,40.744,4801849.99,15511922.67,64.38,74.9,10.19,0.223,0.048,48939,79660,40.477,40.503,40.91,40.942,36928.75,33827.72,0.59,4837361,,,  ,57.1,,,,,,,,,,
54,40.944,41.005,41.119,91456.17,384842.08,1.6,1.43,0.25,0.176,0.065,29722.99,27066.46,40.91,40.942,41.158,41.241,29722.99,27066.46,1.73,120248,,,  ,57.1,,,,,,,,,,
55,41.263,41.387,41.47,35042.21,176985.58,0.73,0.55,0.12,0.207,0.061,24378.19,26121,41.158,41.241,41.457,41.501,24378.19,21744.59,0.68,57840,,,  ,57.1,,,,,,,,,,
56,41.47,41.591,41.824,89410.88,787408.19,3.27,1.39,0.52,0.355,0.143,26121,17225.75,41.457,41.501,41.82,41.851,21744.59,17225.75,1.94,109616,,,  ,57.1,,,,,,,,,,
57,41.844,41.909,42.046,56395.01,217795.15,0.9,0.88,0.14,0.202,0.054,17454.36,15357.81,41.82,41.851,42.144,42.252,17454.36,15357.81,1.97,73179,,,  ,57.1,,,,,,,,,,
58,42.437,42.545,42.57,360032.8,1206710.86,5.01,5.62,0.79,0.134,0.059,23066,262251,42.329,42.386,42.57,42.577,11867.2,11867.2,0.48,371900,,,  ,55.1,,,,,,,,,,
59,42.57,42.64,42.704,1653110.8,6241609.05,25.9,25.78,4.1,0.134,0.053,262251,275137,42.57,42.577,42.698,42.71,11867.2,11867.2,1,1664978,,,  ,55.1,,,,,,,,,,
60,42.704,42.729,42.768,322090.8,1133583.6,4.7,5.02,0.74,0.064,0.083,275137,295918,42.698,42.71,42.761,42.78,11867.2,11867.2,1.6,333958,,,  ,55.1,,,,,,,,,,
61,42.768,42.895,42.927,6411380.71,24095398.89,100,100,15.83,0.159,0.056,295918,1556704,42.761,42.78,42.927,42.933,24106.98,28286.33,0.47,6438831,,,  ,57.1,,,,,,,,,,
62,42.927,42.971,43.105,3638683.78,12709512.13,52.75,56.75,8.35,0.178,0.053,1556704,139968,42.927,42.933,43.098,43.117,50949.75,50039.63,1.18,3689406,,,  ,57.1,,,,,,,,,,
63,43.105,43.187,43.346,1969472.9,6934887.53,28.78,30.72,4.56,0.242,0.047,139968,85697,43.098,43.117,43.442,43.493,50039.63,48804.49,1.13,2019090,,,  ,57.1,,,,,,,,,,
64,43.48,43.544,43.645,63991.12,303145.77,1.26,1,0.2,0.165,0.07,64988,47277.13,43.442,43.493,43.645,43.735,48121.91,47277.13,0.79,111788,,,  ,57.1,,,,,,,,,,
65,43.73,43.855,43.964,119654.74,709827.97,2.95,1.87,0.47,0.234,0.105,47129.79,60077,43.645,43.735,43.964,44.002,47129.79,59459.95,0.89,173407,,,  ,55.1,,,,,,,,,,
66,44.006,44.104,44.252,94509.17,572169.62,2.37,1.47,0.38,0.247,0.089,62094.45,44744.9,43.964,44.002,44.326,44.377,62094.45,44744.9,1.06,149712,,,  ,57.1,,,,,,,,,,
67,44.371,44.415,44.492,7993.33,31896.42,0.13,0.12,0.02,0.121,0.116,32846,26898,44.326,44.377,44.606,44.714,32846,26553.88,0.43,38521,,,  ,57.1,,,,,,,,,,
68,44.717,44.733,44.781,3839.01,7095.91,0.03,0.06,0,0.064,0.171,23763.21,23758.54,44.606,44.714,44.772,44.861,23763.21,23758.54,0.36,27601,,,  ,207,,,,,,,,,,
69,44.95,45.071,45.191,3278815.41,14208120.42,58.97,51.14,9.34,0.242,0.05,153867,366910,44.772,44.861,45.191,45.198,35241.93,44594.6,1.62,3318734,,,  ,55.1,,,,,,,,,,
70,45.191,45.35,45.471,5421749.17,23486640.19,97.47,84.56,15.43,0.28,0.05,366910,250104,45.191,45.198,45.541,45.56,44594.6,55424.49,0.53,5472497,,,  ,57.1,,,,,,,,,,
71,45.541,45.611,45.813,137513.57,916029.73,3.8,2.14,0.6,0.271,0.111,145801,68624.03,45.541,45.56,45.821,45.91,58131.96,68624.03,2.26,198353,,,  ,57.1,,,,,,,,,,
72,45.91,45.942,46.044,20486.27,89232.88,0.37,0.32,0.06,0.134,0.055,67021,53682,45.821,45.91,46.069,46.139,67021,53682,1.78,84331,,,  ,57.1,,,,,,,,,,
73,46.139,46.228,46.286,41920.33,235781.32,0.98,0.65,0.15,0.146,0.112,52144.67,87350,46.069,46.139,46.26,46.305,52144.67,52144.67,0.99,94065,,,  ,55.1,,,,,,,,,,
74,46.286,46.553,47.218,172000.96,3235830.8,13.43,2.68,2.13,0.933,0.26,87350,49528.9,46.26,46.305,47.215,47.259,51765.91,49528.9,1.22,223126,,,  ,257.2,,,,,,,,,,
75,47.278,47.367,47.526,221018.16,1404996.15,5.83,3.45,0.92,0.248,0.084,54702,92159,47.215,47.259,47.52,47.552,54558.92,51199.1,2.92,274371,,,  ,55.1,,,,,,,,,,
76,47.526,47.609,48.006,73858.76,764726.26,3.17,1.15,0.5,0.48,0.179,92159,44696.72,47.52,47.552,48.112,48.188,51199.1,44696.72,2.02,123938,,,  ,57.1,,,,,,,,,,
77,49.702,49.778,50.147,11647.65,120695.56,0.5,0.18,0.08,0.445,0.1,31436,30108,49.365,49.715,50.688,50.885,31436,29547.82,4.27,42760,,,  ,207,,,,,,,,,,
78,51.146,51.235,51.293,7091.59,30664.07,0.13,0.11,0.02,0.146,0.106,27609,28957,50.688,50.885,51.7,51.738,27368.38,28957,0.68,35427,,,  ,207,,,,,,,,,,
79,51.795,52.101,52.215,5956.29,79208.58,0.33,0.09,0.05,0.42,0.398,29605,29570,51.7,51.738,52.609,52.953,29304.1,29127.56,0.35,35132,,,  ,207,,,,,,,,,,
80,53.068,53.386,53.869,23784.89,542828.22,2.25,0.37,0.36,0.802,0.365,30070,32078,52.609,52.953,53.869,54.066,30065.09,31761.17,1.46,54523,,,  ,207,,,,,,,,,,
81,54.073,54.155,54.283,4321.53,27851.17,0.12,0.07,0.02,0.21,0.193,33432,34323,53.869,54.066,54.372,54.518,32950.73,33843.7,1.95,37624,,,  ,207,,,,,,,,,,
82,54.547,54.639,54.779,13746.63,102271.28,0.42,0.21,0.07,0.232,0.112,34999.36,36624,54.372,54.518,54.753,54.925,34999.36,36044.61,1.59,49160,,,  ,207,,,,,,,,,,
83,54.925,55.186,56.14,71918.12,1770598.42,7.35,1.12,1.16,1.215,0.3,38047,34981,54.753,54.925,56.872,57.12,37606.19,34600.09,2.66,108879,,,  ,257.2,,,,,,,,,,
84,57.324,57.648,57.934,12563.54,248947.34,1.03,0.2,0.16,0.611,0.406,36955,43132,56.872,57.12,57.896,57.992,36391.58,42495.72,1.33,52198,,,  ,207,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 + TIC Scan DR_345.D ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt)
1,4.093,4.125,4.284,26053.21,99794.79,0.18,0.21,0.03,0.191,0.055,38510,22492,4.093,4.106,5.022,5.226,25146.56,21410.9,2.43,50577,,,  ,281,,,,,,,,,,
2,5.226,5.232,5.286,2100.47,3802.51,0.01,0.02,0,0.06,0.232,10973,10441.46,5.022,5.226,5.69,6.053,10639.51,10441.46,0.25,12719,,,  ,57.1,,,,,,,,,,
3,6.046,6.11,6.212,5266.98,28425.85,0.05,0.04,0.01,0.165,0.097,7883,8208,5.69,6.053,6.186,6.339,7883,8208,1.68,13275,,,  ,43.1,,,,,,,,,,
4,6.384,6.511,6.606,10374.35,54874.68,0.1,0.09,0.02,0.223,0.072,9274,8957,6.186,6.339,6.721,6.81,8643.45,8722.55,1.01,19063,,,  ,43.1,,,,,,,,,,
5,6.814,6.854,6.886,3220.25,8087.21,0.01,0.03,0,0.072,0.053,8817.24,9710,6.721,6.81,6.867,6.912,8817.24,8755.39,1.47,12003,,,  ,57.1,,,,,,,,,,
6,6.886,6.937,6.994,2973.39,10684.47,0.02,0.02,0,0.108,0.08,9710,8668,6.867,6.912,7.141,7.401,8755.39,8662.36,0.78,11685,,,  ,57.1,,,,,,,,,,
7,7.401,7.446,7.599,12003.3,49841.39,0.09,0.1,0.01,0.197,0.047,7421,7858,7.141,7.401,8.407,9.113,7401.22,6973.78,2.15,19308,,,  ,73.1,,,,,,,,,,
8,11.696,11.747,11.836,17209.73,47230.35,0.09,0.14,0.01,0.14,0.042,5368,5179,11.123,11.709,12.924,13.032,5368,5179,1.67,22509,,,  ,341,,,,,,,,,,
9,15.943,15.977,16.06,2395.27,6245.86,0.01,0.02,0,0.117,0.04,3630.62,3866,14.87,15.946,16.003,16.098,3630.62,3672.03,3.16,6038,,,  ,41,,,,,,,,,,
10,16.067,16.156,16.276,1793.02,11115.21,0.02,0.01,0,0.21,0.187,3867,3836,16.003,16.098,16.684,17.383,3670.31,3648.31,0.79,5454,,,  ,41.1,,,,,,,,,,
11,19.877,19.935,20.036,2912.71,13015.84,0.02,0.02,0,0.158,0.081,2606,2517.75,18.923,19.884,20.011,20.482,2524.85,2517.75,1.49,5435,,,  ,73,,,,,,,,,,
12,23.205,23.281,23.402,4599.65,24514.89,0.05,0.04,0.01,0.197,0.075,2250,2455,22.715,23.211,23.625,24.019,2250,2455,1.9,6929,,,  ,73.1,,,,,,,,,,
13,24.015,24.083,25.005,19731.41,324353.76,0.6,0.16,0.09,0.99,0.178,2421.37,2982,23.625,24.019,25.699,25.826,2421.37,2190.76,12.74,22137,,,  ,55,,,,,,,,,,
14,26.228,26.252,26.302,1953.88,3747.32,0.01,0.02,0,0.073,0.032,2261.06,2267.47,25.947,26.227,26.29,26.462,2261.06,2267.47,2.19,4217,,,  ,73,,,,,,,,,,
15,26.411,26.551,26.818,2165.5,25345.8,0.05,0.02,0.01,0.407,0.307,1723,1675,26.29,26.462,26.971,27.003,1723,1675,1.67,3872,,,  ,57.1,,,,,,,,,,
16,27.006,27.079,27.276,2314.11,18150.95,0.03,0.02,0.01,0.27,0.163,2236.83,2373,26.971,27.003,27.524,27.588,2236.83,2233.34,2.88,4550,,,  ,57,,,,,,,,,,
17,27.754,27.811,28.033,4215.04,36660.8,0.07,0.03,0.01,0.279,0.162,2942.37,3307,27.524,27.588,27.976,28.091,2942.37,3113.43,4.38,7192,,,  ,41,,,,,,,,,,
18,28.103,28.275,28.663,42785.94,366953,0.68,0.35,0.11,0.56,0.086,5105,5719,27.976,28.091,28.905,29.013,4035.51,3561.46,1.9,46676,,,  ,57.1,,,,,,,,,,
19,29.007,29.045,29.089,2277.92,5162.82,0.01,0.02,0,0.083,0.135,2923,3069,28.905,29.013,29.229,29.388,2923,2574.31,0.47,5040,,,  ,72.9,,,,,,,,,,
20,29.498,29.554,29.707,4253.91,22065.33,0.04,0.04,0.01,0.209,0.075,3280.21,3138,29.229,29.388,29.707,29.802,3280.21,3112.26,3.05,7489,,,  ,41,,,,,,,,,,
21,29.962,30.025,30.149,74712.47,363893.22,0.67,0.61,0.1,0.187,0.077,5102.98,10443.38,29.707,29.802,30.146,30.177,5102.98,10443.38,2.08,81598,,,  ,57.1,,,,,,,,,,
22,30.165,30.19,30.269,5193.47,17603.82,0.03,0.04,0.01,0.103,0.046,10594.62,7382.45,30.146,30.177,30.362,30.413,10594.62,7382.45,1.43,15013,,,  ,57.1,,,,,,,,,,
23,30.415,30.457,30.559,13046.14,45211.59,0.08,0.11,0.01,0.144,0.05,3836.82,3660,30.362,30.413,30.674,30.839,3836.82,3582.93,2.8,16809,,,  ,43.1,,,,,,,,,,
24,30.924,30.985,31.144,1682950.6,7878701.61,14.57,13.85,2.26,0.221,0.06,6387.35,221056,30.674,30.839,31.132,31.151,6387.35,30583.48,4.15,1696090,,,  ,55.1,,,,,,,,,,
25,31.144,31.195,31.272,631695.66,2162168.98,4,5.2,0.62,0.127,0.048,221056,151699,31.132,31.151,31.265,31.278,80175.88,73485.4,1.3,709195,,,  ,55.1,,,,,,,,,,
26,31.272,31.316,31.437,211536.35,758456.69,1.4,1.74,0.22,0.165,0.052,151699,65023,31.265,31.278,31.469,31.545,73485.4,64787.09,1.26,282680,,,  ,55.1,,,,,,,,,,
27,31.533,31.577,31.609,25131.67,65851.11,0.12,0.21,0.02,0.076,0.045,59636.5,67890,31.469,31.545,31.596,31.615,59636.5,55803.82,0.88,82548,,,  ,55.1,,,,,,,,,,
28,31.609,31.711,31.831,4614632.24,14963319.15,27.66,37.98,4.29,0.223,0.05,67890,64533,31.596,31.615,32.067,32.111,55803.82,44512.03,0.46,4665274,,,  ,57.1,,,,,,,,,,
29,32.105,32.15,32.22,7419.06,26318.67,0.05,0.06,0.01,0.114,0.06,26738.27,22819,32.067,32.111,32.207,32.239,26738.27,22759.05,0.85,32613,,,  ,43.1,,,,,,,,,,
30,32.226,32.27,32.34,12447.46,40097.39,0.07,0.1,0.01,0.115,0.051,22628,19128,32.207,32.239,32.62,32.76,22108.89,18654.49,0.76,33213,,,  ,57.1,,,,,,,,,,
31,32.768,32.818,33.01,40311.57,263074.47,0.49,0.33,0.08,0.243,0.1,12502.97,16354.47,32.62,32.76,33.002,33.028,12502.97,16354.47,4.93,53606,,,  ,57.1,,,,,,,,,,
32,33.028,33.066,33.129,15846.56,49797.48,0.09,0.13,0.01,0.102,0.047,16791,13520,33.002,33.028,33.129,33.161,16791,13520,1.34,31411,,,  ,43.1,,,,,,,,,,
33,33.253,33.301,33.394,271163.46,756991.34,1.4,2.23,0.22,0.142,0.043,16917.09,15755.72,33.237,33.25,33.397,33.422,16917.09,15755.72,1.39,287684,,,  ,57.1,,,,,,,,,,
34,33.425,33.486,33.721,374231.46,1842770.37,3.41,3.08,0.53,0.296,0.065,15502.51,15848,33.397,33.422,33.715,33.759,15502.51,13079.4,2.69,389240,,,  ,57.1,,,,,,,,,,
35,33.727,33.791,33.897,6615.12,34973.53,0.06,0.05,0.01,0.169,0.099,15207,11638.71,33.715,33.759,33.969,34.033,13027.22,11638.71,0.88,19121,,,  ,57.1,,,,,,,,,,
36,34.035,34.077,34.118,4297.52,9790.61,0.02,0.04,0,0.083,0.037,10128.56,9418.66,33.969,34.033,34.122,34.255,10128.56,9418.66,0.85,14066,,,  ,55.1,,,,,,,,,,
37,34.243,34.294,34.319,6468,13910.34,0.03,0.05,0,0.076,0.037,8324,11152,34.122,34.255,34.3,34.319,8246,8246,0.63,14714,,,  ,57.1,,,,,,,,,,
38,34.383,34.44,34.51,1130656.92,3456212.74,6.39,9.3,0.99,0.127,0.045,79267,81574,34.3,34.319,34.51,34.516,13143.88,17402.47,1.24,1145717,,,  ,57.1,,,,,,,,,,
39,34.51,34.567,34.686,446737,1451597.75,2.68,3.68,0.42,0.176,0.047,81574,24110,34.51,34.516,34.682,34.745,24110,24110,0.86,470847,,,  ,55.1,,,,,,,,,,
40,34.803,34.93,35.051,7656180.69,28522293.93,52.73,63.01,8.18,0.248,0.061,49243,58858,34.682,34.745,35.286,35.331,30503.76,43051.73,0.29,7693119,,,  ,57.1,,,,,,,,,,
41,35.333,35.401,35.566,115925.36,486793.48,0.9,0.95,0.14,0.233,0.058,18078.74,15812,35.286,35.331,35.547,35.579,18078.74,14383.9,1.6,132934,,,  ,57.1,,,,,,,,,,
42,35.566,35.642,35.712,10615.58,50853.32,0.09,0.09,0.01,0.146,0.087,15812,12123,35.547,35.579,35.75,35.801,14383.9,12061.96,0.57,23788,,,  ,57.1,,,,,,,,,,
43,35.796,35.833,35.883,4648.48,13606.37,0.03,0.04,0,0.087,0.065,11176.14,13874.83,35.75,35.801,35.859,35.909,11176.14,13874.83,2.53,16982,,,  ,57.1,,,,,,,,,,
44,35.904,35.973,36.069,54998,271731.33,0.5,0.45,0.08,0.165,0.074,14403,23504,35.859,35.909,36.062,36.075,14403,14403,1.87,69401,,,  ,57.1,,,,,,,,,,
45,36.069,36.107,36.17,19152,83341.68,0.15,0.16,0.02,0.102,0.091,23504,22510,36.062,36.075,36.164,36.183,14403,14403,1.71,33555,,,  ,57.1,,,,,,,,,,
46,36.17,36.228,36.31,54738,233411.36,0.43,0.45,0.07,0.14,0.062,22510,25328,36.164,36.183,36.298,36.317,14403,14403,1.4,69141,,,  ,55.1,,,,,,,,,,
47,36.31,36.374,36.523,537022.12,1630915.31,3.02,4.42,0.47,0.213,0.044,25328,16365.38,36.298,36.317,36.514,36.552,15705.98,16365.38,1.41,552925,,,  ,57.1,,,,,,,,,,
48,36.55,36.616,36.813,290016.5,1356164.77,2.51,2.39,0.39,0.263,0.067,16166.5,17428,36.514,36.552,36.794,36.826,16166.5,16166.5,2.13,306183,,,  ,57.1,,,,,,,,,,
49,36.819,36.87,36.922,15622.36,48936.94,0.09,0.13,0.01,0.103,0.054,17480,17969.26,36.794,36.826,36.953,36.991,17128.71,17969.26,1.09,33167,,,  ,57.1,,,,,,,,,,
50,37,37.029,37.067,6502.61,13923.33,0.03,0.05,0,0.067,0.043,15322.72,17107.48,36.953,36.991,37.067,37.093,15322.72,17107.48,2.24,22602,,,  ,57,,,,,,,,,,
51,37.093,37.125,37.176,15571.08,40790.38,0.08,0.13,0.01,0.083,0.042,16302,14731,37.067,37.093,37.176,37.214,16302,14731,1.43,31269,,,  ,55.1,,,,,,,,,,
52,37.366,37.455,37.519,1472344.35,4904251.47,9.07,12.12,1.41,0.153,0.046,84495,226397,37.176,37.214,37.519,37.525,25081.13,29148.69,1.3,1499798,,,  ,57.1,,,,,,,,,,
53,37.519,37.57,37.691,896514.91,2924839.78,5.41,7.38,0.84,0.172,0.046,226397,37371,37.519,37.525,37.678,37.697,29148.69,33724.13,1.01,927019,,,  ,57.1,,,,,,,,,,
54,37.742,37.926,38.009,12151559.73,54090840.93,100,100,15.52,0.267,0.069,64040,125936,37.678,37.697,38.181,38.232,31692.53,36782.72,0.18,12186767,,,  ,57.1,,,,,,,,,,
55,38.235,38.302,38.468,391941.55,1696278.3,3.14,3.23,0.49,0.232,0.06,42770.96,34763.72,38.181,38.232,38.588,38.613,42770.96,34763.72,1.8,432429,,,  ,57.1,,,,,,,,,,
56,38.633,38.658,38.709,6221.86,21864.58,0.04,0.05,0.01,0.076,0.072,30243.18,32232,38.588,38.613,38.664,38.741,30243.18,28051.68,3.28,35741,,,  ,57.1,,,,,,,,,,
57,38.709,38.741,38.798,8836.6,30421.4,0.06,0.07,0.01,0.089,0.107,32232,26922,38.664,38.734,38.779,38.811,28051.68,25483.87,0.65,35971,,,  ,57.1,,,,,,,,,,
58,38.798,38.887,38.982,47611.94,312704.21,0.58,0.39,0.09,0.185,0.13,26922,51698,38.779,38.811,38.97,38.982,25483.87,20164.69,1.09,70528,,,  ,57.1,,,,,,,,,,
59,38.982,39.001,39.122,38954.49,128506.99,0.24,0.32,0.04,0.14,0.064,51698,16579,38.97,38.982,39.11,39.167,20164.69,16129.42,1.88,58569,,,  ,57.1,,,,,,,,,,
60,39.171,39.237,39.434,327652.02,1208787.89,2.23,2.7,0.35,0.263,0.051,18112.22,17530,39.11,39.167,39.459,39.536,18112.22,16379.08,1.81,345330,,,  ,57.1,,,,,,,,,,
61,39.538,39.58,39.606,5669.07,13044.79,0.02,0.05,0,0.068,0.044,16004.99,16129,39.459,39.536,39.599,39.631,16004.99,15724.2,0.61,21499,,,  ,69.1,,,,,,,,,,
62,39.606,39.669,39.784,20905.09,90606.11,0.17,0.17,0.03,0.178,0.053,16129,15343,39.599,39.631,39.771,39.835,15724.2,14984.15,2.7,36365,,,  ,57.1,,,,,,,,,,
