 + TIC Scan DR_328.D ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt)
6,16.066,16.168,16.245,1839.45,12060.65,0.05,0.03,0.01,0.178,0.255,3899,4240,15.99,16.098,18.828,19.877,3696.25,3950.5,0.67,5681,,,  ,73,,,,,,,,,,
7,19.873,19.928,20.093,4685.7,23031.66,0.1,0.07,0.02,0.22,0.076,2415.73,2358.21,18.828,19.877,20.024,20.952,2415.73,2358.21,1.96,7087,,,  ,73.1,,,,,,,,,,
8,23.217,23.268,23.325,4896.6,14671.91,0.07,0.08,0.01,0.108,0.046,2271,2376,22.199,23.217,23.313,23.478,2271,2376,1.19,7217,,,  ,73,,,,,,,,,,
9,23.453,23.529,23.631,2455.71,14490.9,0.06,0.04,0.01,0.178,0.133,2169,2319,23.313,23.478,23.682,24.102,2169,2319,1.33,4689,,,  ,41.1,,,,,,,,,,
10,24.095,24.21,24.56,5908.9,88166.51,0.39,0.09,0.07,0.464,0.324,2311,3013,23.682,24.102,25.476,26.207,2311,3013,3.46,8393,,,  ,43.1,,,,,,,,,,
11,26.208,26.271,26.316,2714.19,7742.56,0.03,0.04,0.01,0.108,0.039,1808.73,1883,25.476,26.207,26.615,27.155,1808.73,1808.86,0.7,4523,,,  ,73,,,,,,,,,,
12,27.073,27.206,27.289,1570.41,10616.93,0.05,0.02,0.01,0.216,0.659,1379,1503,26.615,27.155,27.289,27.811,1379,1503,0.14,3026,,,  ,44,,,,,,,,,,
13,27.824,27.995,28.052,2251.08,16889.47,0.08,0.04,0.01,0.229,0.179,3078.75,3489.53,27.289,27.811,28.04,28.173,3078.75,3489.53,0.37,5638,,,  ,57.1,,,,,,,,,,
14,28.192,28.339,28.549,12727.52,114886.09,0.51,0.2,0.09,0.356,0.138,4545,5237,28.04,28.173,28.778,29.007,4346.8,4966.84,1.77,17329,,,  ,57.1,,,,,,,,,,
15,28.994,29.032,29.076,2652.38,5564.84,0.02,0.04,0,0.082,0.041,2101.52,1949.42,28.778,29.007,29.077,29.516,2101.52,1949.42,0.74,4683,,,  ,73,,,,,,,,,,
16,29.49,29.579,29.738,2451.57,19479.1,0.09,0.04,0.02,0.248,0.167,1848,1631,29.077,29.516,29.713,29.974,1664.43,1631,1.76,4104,,,  ,57,,,,,,,,,,
17,29.974,30.037,30.34,57269.8,323238.02,1.44,0.91,0.26,0.365,0.073,2154.43,2635.67,29.713,29.974,30.336,30.438,2154.43,2635.67,3.31,59507,,,  ,57.1,,,,,,,,,,
18,30.432,30.476,30.596,6783.57,24725.79,0.11,0.11,0.02,0.164,0.055,2508.77,2220.76,30.336,30.438,30.648,30.922,2508.77,2220.76,2.01,9215,,,  ,43.1,,,,,,,,,,
19,30.933,30.992,31.144,743005.48,4151630.44,18.45,11.79,3.31,0.211,0.075,4328.35,180231,30.648,30.922,31.132,31.151,4328.35,30887.11,4.21,754656,,,  ,55.1,,,,,,,,,,
20,31.144,31.189,31.265,455581.63,1553819.55,6.91,7.23,1.24,0.121,0.047,180231,129492,31.132,31.151,31.252,31.278,77252.53,70521.19,1.56,530354,,,  ,55.1,,,,,,,,,,
21,31.265,31.31,31.446,189989.98,721892.02,3.21,3.01,0.58,0.181,0.054,129492,60463.44,31.252,31.278,31.513,31.551,70521.19,60463.44,1.11,258031,,,  ,55.1,,,,,,,,,,
22,31.541,31.564,31.602,8526.63,15678.67,0.07,0.14,0.01,0.062,0.029,50301.94,49549,31.513,31.551,31.583,31.609,50301.94,47930.37,1.06,57922,,,  ,55.1,,,,,,,,,,
23,31.602,31.685,31.806,2224865.66,6260808.04,27.82,35.29,4.99,0.204,0.042,49549,54244,31.583,31.609,32.601,32.805,47930.37,40115.95,0.67,2269621,,,  ,57.1,,,,,,,,,,
24,32.81,32.868,33.013,17737.45,87003.55,0.39,0.28,0.07,0.203,0.071,11471.4,12068.09,32.601,32.805,33.002,33.034,11471.4,12068.09,1.94,29380,,,  ,57,,,,,,,,,,
25,33.029,33.085,33.162,16299.72,64277,0.29,0.26,0.05,0.133,0.062,11431.96,11716.58,33.002,33.034,33.161,33.206,11431.96,11716.58,1.42,27851,,,  ,43.1,,,,,,,,,,
26,33.244,33.307,33.402,85329.49,280069.01,1.24,1.35,0.22,0.158,0.051,11741.3,11616.61,33.161,33.206,33.422,33.46,11741.3,11616.61,1.54,97021,,,  ,57.1,,,,,,,,,,
27,33.467,33.524,33.726,101126.37,540636.99,2.4,1.6,0.43,0.259,0.079,11382.92,10710.41,33.422,33.46,34.115,34.268,11382.92,10710.41,2.67,112362,,,  ,57.1,,,,,,,,,,
28,34.37,34.433,34.51,421095.32,1370946.53,6.09,6.68,1.09,0.14,0.047,32928,44341,34.115,34.268,34.503,34.516,8195.34,11025.15,1.7,430577,,,  ,57.1,,,,,,,,,,
29,34.51,34.567,34.681,240980.81,808415.67,3.59,3.82,0.64,0.172,0.05,44341,14576.6,34.503,34.516,34.682,34.752,15275.33,14576.6,0.78,256023,,,  ,55.1,,,,,,,,,,
30,34.79,34.885,35.006,3451744.58,10504094.21,46.68,54.75,8.37,0.216,0.046,21751,49189,34.682,34.752,35.273,35.356,14016.27,12559.14,0.61,3465118,,,  ,57.1,,,,,,,,,,
31,35.358,35.407,35.521,29920.26,125173.36,0.56,0.47,0.1,0.163,0.062,12061.73,9954.97,35.273,35.356,35.528,35.617,12061.73,9954.97,1.85,41350,,,  ,57.1,,,,,,,,,,
32,35.598,35.661,35.719,4621.02,15839.14,0.07,0.07,0.01,0.121,0.155,8575,7684,35.528,35.617,35.725,35.929,8575,7684,0.35,12727,,,  ,43.1,,,,,,,,,,
33,35.946,35.992,36.06,14030.56,49370.38,0.22,0.22,0.04,0.115,0.069,8909.78,14665.34,35.725,35.929,36.049,36.088,8909.78,14665.34,3.02,25262,,,  ,57.1,,,,,,,,,,
34,36.081,36.107,36.187,8504.27,33388.33,0.15,0.13,0.03,0.106,0.086,13475,10107.84,36.049,36.088,36.183,36.215,9314.21,10107.84,1.35,18009,,,  ,57.1,,,,,,,,,,
35,36.224,36.272,36.317,10542.48,39838.53,0.18,0.17,0.03,0.092,0.068,13642.22,17628,36.183,36.215,36.304,36.323,13642.22,12822.87,1.1,23761,,,  ,55,,,,,,,,,,
36,36.317,36.374,36.516,189783.91,669736.86,2.98,3.01,0.53,0.2,0.052,17628,11048.74,36.304,36.323,36.52,36.59,12822.87,11048.74,1.83,202098,,,  ,57.1,,,,,,,,,,
37,36.59,36.647,36.781,64604.21,301410.81,1.34,1.02,0.24,0.19,0.072,11369.74,10427.96,36.52,36.59,36.781,36.845,11369.74,10427.96,1.86,75692,,,  ,57.1,,,,,,,,,,
38,36.828,36.876,36.927,6007.23,21050.68,0.09,0.1,0.02,0.1,0.06,8834.26,8494,36.781,36.845,36.953,37.01,8834.26,8214.24,1.05,14538,,,  ,57.1,,,,,,,,,,
39,37.093,37.137,37.169,6112.8,16709.21,0.07,0.1,0.01,0.076,0.042,8201,9026,37.055,37.099,37.182,37.22,8201,9026,0.82,14795,,,  ,55,,,,,,,,,,
40,37.36,37.443,37.513,526652.72,1858524.38,8.26,8.35,1.48,0.153,0.049,29001,99465,37.182,37.22,37.506,37.519,11192.73,12020.78,1.58,538294,,,  ,57.1,,,,,,,,,,
41,37.513,37.564,37.684,515257.3,1745287.5,7.76,8.17,1.39,0.172,0.048,99465,22134,37.506,37.519,37.678,37.703,12020.78,12952.22,1,527554,,,  ,57.1,,,,,,,,,,
42,37.748,37.875,37.996,6304504.4,22501239.15,100,100,17.94,0.248,0.053,43013,63003,37.678,37.703,38.168,38.232,17206.71,20929.22,0.36,6323620,,,  ,57.1,,,,,,,,,,
43,38.227,38.302,38.461,103928.8,509016.32,2.26,1.65,0.41,0.233,0.069,22187.1,18261,38.168,38.232,38.55,38.632,22187.1,17754.04,1.72,124705,,,  ,57.1,,,,,,,,,,
44,38.81,38.887,39.089,15750.09,133368.06,0.59,0.25,0.11,0.279,0.16,13542.05,11007.67,38.664,38.83,39.097,39.179,13542.05,11007.67,2.83,28591,,,  ,57.1,,,,,,,,,,
45,39.182,39.237,39.405,115304.29,471507.41,2.1,1.83,0.38,0.222,0.058,11219.17,10360.4,39.097,39.179,39.466,39.561,11219.17,10360.4,2.18,126314,,,  ,57.1,,,,,,,,,,
46,39.63,39.669,39.79,5227.28,23259.77,0.1,0.08,0.02,0.16,0.039,9514.04,9099,39.466,39.561,39.758,39.847,9514.04,8764.68,2.94,14558,,,  ,57.1,,,,,,,,,,
47,39.816,39.892,39.924,12701.5,45470.65,0.2,0.2,0.04,0.108,0.072,8813,17049,39.758,39.847,39.905,39.937,8008.5,8008.5,0.78,20710,,,  ,55,,,,,,,,,,
48,39.924,39.975,40.032,62317.5,216775.14,0.96,0.99,0.17,0.108,0.052,17049,23319,39.905,39.937,40.026,40.045,8008.5,8008.5,1,70326,,,  ,55.1,,,,,,,,,,
49,40.032,40.089,40.134,52831.5,227095.21,1.01,0.84,0.18,0.102,0.091,23319,43086,40.026,40.045,40.121,40.146,8008.5,8008.5,0.9,60840,,,  ,55.1,,,,,,,,,,
50,40.134,40.248,40.274,770542.5,2768278.87,12.3,12.22,2.21,0.14,0.058,43086,617874,40.121,40.146,40.274,40.28,8008.5,8008.5,0.4,778551,,,  ,57.1,,,,,,,,,,
51,40.274,40.306,40.484,771482.5,3379868.6,15.02,12.24,2.69,0.21,0.063,617874,33615,40.274,40.28,40.471,40.49,8008.5,8008.5,2.98,779491,,,  ,57.1,,,,,,,,,,
52,40.515,40.605,40.764,3535546.39,11280566.68,50.13,56.08,8.99,0.248,0.045,48190,50496,40.471,40.49,40.891,40.942,19383.91,23071.4,0.79,3556254,,,  ,57.1,,,,,,,,,,
53,40.945,41.005,41.139,67646.72,315891.58,1.4,1.07,0.25,0.194,0.067,25588.94,20741,40.891,40.942,41.158,41.26,25588.94,20635.69,1.68,91690,,,  ,57.1,,,,,,,,,,
54,41.263,41.387,41.476,15197.89,79921.33,0.36,0.24,0.06,0.213,0.075,19755.13,20014,41.158,41.26,41.438,41.508,19755.13,19306.15,0.53,34692,,,  ,57,,,,,,,,,,
55,41.476,41.597,41.786,42957.42,379894.48,1.69,0.68,0.3,0.31,0.158,20014,17860.12,41.438,41.508,41.801,41.858,18691.9,17860.12,1.87,61325,,,  ,57.1,,,,,,,,,,
56,41.855,41.909,42.03,31796.06,121913.04,0.54,0.5,0.1,0.174,0.055,16766.34,15001,41.801,41.858,42.119,42.259,16766.34,14860.3,1.74,47977,,,  ,57.1,,,,,,,,,,
57,42.254,42.303,42.346,2353.45,5888.24,0.03,0.04,0,0.092,0.052,10803.27,10366.53,42.119,42.259,42.31,42.386,10803.27,10366.53,0.8,12925,,,  ,57,,,,,,,,,,
58,42.437,42.539,42.564,153804.54,500724.7,2.23,2.44,0.4,0.127,0.059,18623,124055,42.303,42.386,42.564,42.57,13639.72,15039.39,0.54,168564,,,  ,55.1,,,,,,,,,,
59,42.564,42.634,42.691,605872.84,2299166.31,10.22,9.61,1.83,0.127,0.054,124055,137479,42.564,42.57,42.685,42.698,15039.39,16438.88,0.91,621682,,,  ,55.1,,,,,,,,,,
60,42.749,42.863,42.901,3428077.59,12072895.72,53.65,54.38,9.62,0.153,0.051,182351,840304,42.685,42.698,42.901,42.908,30374.55,37290.11,0.68,3463639,,,  ,57.1,,,,,,,,,,
61,42.901,42.939,43.072,1993002.13,6390482.45,28.4,31.61,5.09,0.171,0.048,840304,103755.04,42.901,42.908,43.092,43.105,132196.23,103755.04,1.44,2118851,,,  ,57.1,,,,,,,,,,
62,43.112,43.168,43.341,1082081.86,3638715.1,16.17,17.16,2.9,0.229,0.048,97177.78,59041.27,43.092,43.105,43.448,43.499,97177.78,59041.27,1.54,1169841,,,  ,57.1,,,,,,,,,,
63,43.499,43.537,43.639,26521.58,107815.19,0.48,0.42,0.09,0.14,0.057,43774,31338,43.448,43.499,43.639,43.741,43774,31338,1.51,66903,,,  ,57.1,,,,,,,,,,
64,43.739,43.849,43.945,39556.28,247351.44,1.1,0.63,0.2,0.205,0.11,32116.27,35764,43.639,43.741,43.932,44.021,32116.27,35119.82,0.98,73280,,,  ,55.1,,,,,,,,,,
65,43.995,44.104,44.215,48959.42,290211.45,1.29,0.78,0.23,0.22,0.095,36833,39078.67,43.932,44.021,44.294,44.384,35864.2,39078.67,1.38,86406,,,  ,57.1,,,,,,,,,,
66,44.931,45.045,45.185,1034355.5,5255182.25,23.36,16.41,4.19,0.254,0.059,41869,191080,44.555,44.873,45.172,45.192,18369.5,18369.5,2.01,1052725,,,  ,55.1,,,,,,,,,,
67,45.185,45.325,45.522,2862191.06,14128231.63,62.79,45.4,11.26,0.337,0.055,191080,115841,45.172,45.192,45.541,45.567,31870.63,43008.3,0.97,2898685,,,  ,57.1,,,,,,,,,,
68,45.554,45.611,45.77,68701.23,431547.15,1.92,1.09,0.34,0.216,0.117,101454,52434.6,45.541,45.567,46.05,46.165,60946.59,52434.6,1.51,127387,,,  ,57.1,,,,,,,,,,
69,46.248,46.547,46.986,127793.95,1996355.9,8.87,2.03,1.59,0.739,0.216,59534,51205.22,46.05,46.165,47.106,47.297,58770.57,51205.22,1.19,183502,,,  ,257.2,,,,,,,,,,
70,47.301,47.374,47.52,83925.14,544661.33,2.42,1.33,0.43,0.219,0.095,48202.6,63371,47.106,47.297,47.501,47.565,48202.6,46217.41,3.53,131470,,,  ,55.1,,,,,,,,,,
71,47.52,47.609,47.857,41594.64,429805.03,1.91,0.66,0.34,0.337,0.154,63371,43587,47.501,47.565,48.054,48.353,46217.41,43158.35,1.61,87004,,,  ,57.1,,,,,,,,,,
72,49.693,49.779,50.09,7704.42,83817.36,0.37,0.12,0.07,0.397,0.145,33000.22,32532,49.301,49.702,50.268,51.14,33000.22,31826.53,2.43,40452,,,  ,207,,,,,,,,,,
73,51.141,51.223,51.331,8768.47,49241.88,0.22,0.14,0.04,0.19,0.115,30509.72,31807,50.268,51.14,51.541,52.031,30509.72,31189.43,1.84,39571,,,  ,207,,,,,,,,,,
74,53.22,53.57,53.717,6428.92,110364.33,0.49,0.1,0.09,0.496,0.34,28259,30561,52.451,53.214,53.672,54.13,28012.77,29814.35,0.75,35712,,,  ,207,,,,,,,,,,
75,54.515,54.607,54.81,25859.61,212966.59,0.95,0.41,0.17,0.295,0.134,33736.75,36820.5,54.245,54.512,54.766,54.906,33736.75,36820.5,2.57,60562,,,  ,207,,,,,,,,,,
76,54.907,55.199,55.803,61013.68,1349959.07,6,0.97,1.08,0.897,0.324,39729.81,38466,54.766,54.906,56.198,56.942,39729.81,38145.05,1.72,100227,,,  ,257.2,,,,,,,,,,
77,57.209,57.566,57.928,15092.11,375099.73,1.67,0.24,0.3,0.719,0.498,35915,39632,56.198,56.942,57.903,57.992,35761.74,39242.87,1.44,52579,,,  ,207,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 + TIC Scan DR_339.D ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt)
1,4.093,4.125,4.257,37308,129461.35,0.21,0.29,0.03,0.163,0.048,41818,24799,4.093,4.1,4.24,4.329,24799,24799,2.33,62107,,,  ,281,,,,,,,,,,
2,4.279,4.341,4.396,5128,15112.09,0.02,0.04,0,0.117,0.054,23732.55,21554.41,4.24,4.329,5.009,5.181,23732.55,21554.41,0.29,27696,,,  ,43.1,,,,,,,,,,
3,5.137,5.219,5.391,4308.75,28215.63,0.05,0.03,0.01,0.254,0.101,10047,9777,5.009,5.181,5.862,5.957,10047,9777,1.63,14268,,,  ,43,,,,,,,,,,
4,6.053,6.097,6.174,4058.8,17037.06,0.03,0.03,0,0.121,0.085,8330,8925,5.862,5.957,6.167,6.263,8330,8925,1.82,12608,,,  ,57.1,,,,,,,,,,
5,6.256,6.32,6.441,3248.06,22351.27,0.04,0.02,0.01,0.185,0.168,9257,9631,6.167,6.263,6.333,6.46,9055.55,9251,2.25,12371,,,  ,41.1,,,,,,,,,,
6,6.441,6.511,6.606,8552.09,42591.53,0.07,0.07,0.01,0.165,0.079,9631,9594,6.333,6.46,6.651,6.816,9195,9336.6,1.35,17807,,,  ,43.1,,,,,,,,,,
7,6.812,6.899,6.988,3143.76,13444.42,0.02,0.02,0,0.176,0.1,8806.79,8556,6.651,6.816,7.058,7.395,8806.79,8336.01,0.8,11718,,,  ,57.1,,,,,,,,,,
8,7.392,7.44,7.631,18796.54,81468.16,0.13,0.14,0.02,0.238,0.047,7434.66,7332,7.058,7.395,9.329,9.845,7434.66,7052.15,4.18,26155,,,  ,73,,,,,,,,,,
9,11.7,11.74,11.831,18143.56,48161.64,0.08,0.14,0.01,0.131,0.04,4961.58,5070.92,11.098,11.702,11.829,12.033,4961.58,5070.92,1.65,23139,,,  ,73.1,,,,,,,,,,
10,15.935,15.971,16.011,1981.22,4273.95,0.01,0.02,0,0.076,0.041,3222.58,3258.54,15.138,15.939,15.997,16.054,3222.58,3258.54,1.33,5221,,,  ,57,,,,,,,,,,
11,16.047,16.105,16.327,2016.39,16991.43,0.03,0.02,0,0.28,0.206,3431,3485,15.997,16.054,16.773,17.205,3323.19,3335,3.92,5342,,,  ,73,,,,,,,,,,
12,19.865,19.928,20.036,4944.7,22940.84,0.04,0.04,0.01,0.172,0.079,2604,2457.75,19.235,19.865,20.062,20.285,2441.15,2457.75,1.22,7392,,,  ,73,,,,,,,,,,
13,20.545,20.749,20.832,1606.29,10500.5,0.02,0.01,0,0.286,0.538,2311,2267,20.062,20.285,21.309,21.856,2311,2267,0.17,3886,,,  ,43,,,,,,,,,,
14,23.2,23.262,23.402,4882.51,20826.9,0.03,0.04,0.01,0.202,0.05,2491.18,2641,22.81,23.205,23.338,23.434,2491.18,2495.46,2.86,7375,,,  ,73,,,,,,,,,,
15,23.421,23.478,23.598,2412.97,12757.44,0.02,0.02,0,0.177,0.122,2613,2509.79,23.338,23.434,23.765,23.968,2532.29,2509.79,0.85,4938,,,  ,41.1,,,,,,,,,,
16,24.02,24.121,24.744,15339.66,232677.52,0.38,0.12,0.06,0.724,0.21,2456.79,3608,23.765,23.968,24.725,24.967,2456.79,3607.48,6.99,17956,,,  ,41.1,,,,,,,,,,
17,26.219,26.265,26.292,1446.1,3334.47,0.01,0.01,0,0.074,0.037,2484.94,2567.97,25.66,26.074,26.297,26.386,2484.94,2567.97,0.62,3983,,,  ,73.1,,,,,,,,,,
18,26.962,27.028,27.232,2881.69,22574.69,0.04,0.02,0.01,0.269,0.132,2302.91,2501,26.729,26.958,27.334,27.677,2302.91,2341.4,3.08,5194,,,  ,44,,,,,,,,,,
19,27.743,27.792,27.855,11227.89,48868.38,0.08,0.09,0.01,0.112,0.082,5799.61,11610,27.334,27.677,27.823,27.855,5799.61,6747.17,1.44,17438,,,  ,55.1,,,,,,,,,,
20,27.855,27.887,27.966,9200.44,34590.54,0.06,0.07,0.01,0.111,0.071,11610,7680.5,27.823,27.855,28.008,28.078,6747.17,7680.5,1.14,16216,,,  ,55.1,,,,,,,,,,
21,28.103,28.256,28.593,70537.18,494759.82,0.81,0.54,0.13,0.49,0.077,7798,6422,28.008,28.078,28.918,29,6041.27,4461.3,1.65,76086,,,  ,57.1,,,,,,,,,,
22,29.472,29.548,29.719,9761.67,65866.26,0.11,0.07,0.02,0.247,0.087,3365.84,3632,29.223,29.312,29.707,29.783,3365.84,3551.08,2.71,13184,,,  ,43.1,,,,,,,,,,
23,29.936,29.999,30.146,109530.83,545422.02,0.89,0.84,0.14,0.209,0.072,4002.05,11911,29.707,29.783,30.133,30.158,4002.05,4342.04,2.96,113635,,,  ,57.1,,,,,,,,,,
24,30.146,30.19,30.347,15473.56,75953.05,0.12,0.12,0.02,0.202,0.08,11911,4670.17,30.133,30.158,30.356,30.413,4342.04,4670.17,1.94,19888,,,  ,57,,,,,,,,,,
25,30.41,30.457,30.565,14528.01,47993.55,0.08,0.11,0.01,0.156,0.046,4353.13,4284,30.356,30.413,30.648,30.814,4353.13,4211.73,1.84,18838,,,  ,43.1,,,,,,,,,,
26,30.917,30.985,31.138,2187947.94,9728062.75,15.91,16.79,2.53,0.221,0.056,10247.54,265828,30.648,30.814,31.125,31.138,10247.54,37616.5,3.36,2206641,,,  ,55.1,,,,,,,,,,
27,31.138,31.195,31.265,1482222.69,4698601.15,7.69,11.37,1.22,0.127,0.046,265828,199762,31.125,31.138,31.259,31.265,97621.85,89230.15,0.69,1576068,,,  ,55.1,,,,,,,,,,
28,31.265,31.31,31.449,635246.67,1983317.83,3.24,4.87,0.51,0.183,0.045,199762,77143.15,31.259,31.265,31.513,31.533,89230.15,77143.15,0.94,721540,,,  ,55.1,,,,,,,,,,
29,31.533,31.571,31.602,31157.33,83188.98,0.14,0.24,0.02,0.07,0.048,71877,82778,31.513,31.533,31.59,31.609,71607.14,66912.19,1.01,100204,,,  ,55.1,,,,,,,,,,
30,31.602,31.723,31.844,6763805.36,24550711.71,40.16,51.9,6.37,0.242,0.057,82778,74831,31.59,31.609,32.054,32.105,66912.19,50693.97,0.34,6822609,,,  ,57.1,,,,,,,,,,
31,32.102,32.131,32.18,5310.4,14974.42,0.02,0.04,0,0.079,0.045,33264.15,29090.3,32.054,32.105,32.181,32.232,33264.15,29090.3,0.9,37038,,,  ,55.1,,,,,,,,,,
32,32.227,32.258,32.32,12302.74,37009.1,0.06,0.09,0.01,0.093,0.046,27596.75,23886.93,32.181,32.232,32.589,32.748,27596.75,23886.93,1.63,38678,,,  ,57.1,,,,,,,,,,
33,32.753,32.799,32.837,56118.04,187582.99,0.31,0.43,0.05,0.084,0.06,15277.63,60158,32.589,32.748,32.824,32.837,15277.63,15737.39,1.06,71646,,,  ,57.1,,,,,,,,,,
34,32.837,32.856,32.939,49898.89,163523.67,0.27,0.38,0.04,0.102,0.059,60158,22842,32.824,32.837,32.926,32.945,15737.39,16296.01,2.8,65741,,,  ,43.1,,,,,,,,,,
35,32.939,32.977,33.008,13687.56,39448.27,0.06,0.11,0.01,0.07,0.055,22842,21589,32.926,32.945,33.002,33.021,16296.01,16679.94,0.87,30193,,,  ,43.1,,,,,,,,,,
36,33.008,33.047,33.117,23825.53,85243.68,0.14,0.18,0.02,0.109,0.055,21589,17276.61,33.002,33.021,33.117,33.142,16679.94,17276.61,1.39,40715,,,  ,43.1,,,,,,,,,,
37,33.141,33.18,33.238,16736.31,51783.28,0.08,0.13,0.01,0.097,0.054,17191.48,18595,33.117,33.142,33.231,33.244,17191.48,17779.51,1.45,34167,,,  ,55.1,,,,,,,,,,
38,33.238,33.295,33.378,307076.58,866382.56,1.42,2.36,0.22,0.14,0.044,18595,18634.38,33.231,33.244,33.384,33.416,17779.51,18634.38,1.27,325205,,,  ,57.1,,,,,,,,,,
39,33.417,33.467,33.689,485214.04,2224975.8,3.64,3.72,0.58,0.272,0.062,18871.88,20530.3,33.384,33.416,33.702,33.753,18871.88,20530.3,3.35,504389,,,  ,57.1,,,,,,,,,,
40,34.022,34.065,34.119,7346.61,20058.93,0.03,0.06,0.01,0.097,0.042,12364.2,11532.18,33.956,34.033,34.115,34.16,12364.2,11532.18,1.06,19344,,,  ,55.1,,,,,,,,,,
41,34.151,34.185,34.23,4847.55,12592.78,0.02,0.04,0,0.079,0.05,11252.1,10713,34.115,34.16,34.224,34.255,11252.1,10571.54,1.25,15803,,,  ,55,,,,,,,,,,
42,34.306,34.357,34.37,113495.67,214990.38,0.35,0.87,0.06,0.064,0.037,14108,114018,34.224,34.255,34.37,34.376,10647.33,10647.33,0.53,124143,,,  ,67.1,,,,,,,,,,
43,34.37,34.44,34.504,1387572.84,4276258.75,7,10.65,1.11,0.134,0.045,114018,102947,34.37,34.376,34.497,34.51,17301.52,23879.33,0.89,1408320,,,  ,57.1,,,,,,,,,,
44,34.504,34.554,34.675,827428.33,2532005.17,4.14,6.35,0.66,0.172,0.045,102947,33758,34.497,34.51,34.675,34.713,33276.67,33276.67,1.16,860705,,,  ,55.1,,,,,,,,,,
45,34.79,34.93,35.013,8920837.74,33091679.18,54.13,68.45,8.59,0.223,0.057,60067,93900,34.675,34.713,35.292,35.324,31372.89,26129.39,0.25,8948915,,,  ,57.1,,,,,,,,,,
46,35.332,35.394,35.547,109870.91,453679.22,0.74,0.84,0.12,0.215,0.06,22325.09,18751,35.292,35.324,35.528,35.585,22325.09,18582.68,1.59,131117,,,  ,57.1,,,,,,,,,,
47,35.56,35.636,35.681,6906.94,28023.53,0.05,0.05,0.01,0.121,0.12,18396,16095,35.528,35.585,35.731,35.795,18094.71,15815.35,0.35,23562,,,  ,43.1,,,,,,,,,,
48,35.807,35.833,35.865,3575.23,6800.87,0.01,0.03,0,0.058,0.041,15459.6,15783,35.731,35.795,35.846,35.903,15459.6,15526.04,1.36,19065,,,  ,57.1,,,,,,,,,,
49,35.89,35.98,36.062,55667.4,281720.32,0.46,0.43,0.07,0.172,0.079,15893,25115,35.846,35.903,36.056,36.069,15555.06,15750.89,1.29,71324,,,  ,57.1,,,,,,,,,,
50,36.062,36.094,36.177,26762.84,114498.02,0.19,0.21,0.03,0.115,0.072,25115,22982,36.056,36.069,36.164,36.189,15750.89,15881.45,2.5,42550,,,  ,57.1,,,,,,,,,,
51,36.177,36.228,36.304,29588.52,129525.02,0.21,0.23,0.03,0.127,0.064,22982,23858,36.164,36.189,36.279,36.304,15881.45,16026.5,1.2,45528,,,  ,55.1,,,,,,,,,,
52,36.304,36.374,36.495,614511.71,1909707.58,3.12,4.72,0.5,0.191,0.045,23858,21381,36.279,36.304,36.514,36.539,16026.5,16244.11,1.02,630618,,,  ,57.1,,,,,,,,,,
53,36.539,36.597,36.8,291189.83,1366150.22,2.23,2.23,0.35,0.261,0.07,17837,18076,36.514,36.539,36.787,36.819,16294.88,16592.28,3.12,307550,,,  ,57.1,,,,,,,,,,
54,36.8,36.857,36.937,20293.45,69788.38,0.11,0.16,0.02,0.137,0.053,18076,16748.77,36.787,36.819,36.94,36.985,16592.28,16748.77,1.24,36951,,,  ,57.1,,,,,,,,,,
55,36.99,37.029,37.074,16161.35,45149.2,0.07,0.12,0.01,0.084,0.045,16171.77,20875,36.94,36.985,37.061,37.08,16171.77,16303.51,1.5,32395,,,  ,57.1,,,,,,,,,,
56,37.074,37.125,37.182,32892.64,101039.61,0.17,0.25,0.03,0.108,0.049,20875,17206,37.061,37.08,37.169,37.201,16303.51,16473.2,0.68,49276,,,  ,55.1,,,,,,,,,,
57,37.182,37.246,37.277,16695,53685.4,0.09,0.13,0.01,0.095,0.093,17206,26808,37.169,37.201,37.265,37.309,16473.2,16622.89,1.49,33268,,,  ,55.1,,,,,,,,,,
58,37.36,37.449,37.513,1599157.63,5312827.26,8.69,12.27,1.38,0.153,0.045,91201,231225,37.265,37.309,37.506,37.513,16752.65,16992.17,1.11,1616050,,,  ,57.1,,,,,,,,,,
59,37.513,37.564,37.685,1420344.97,4621355.74,7.56,10.9,1.2,0.172,0.046,231225,44516,37.506,37.513,37.672,37.697,16992.17,17261.64,0.91,1437417,,,  ,57.1,,,,,,,,,,
